-------------------------------------------- NRF | SIMILARITY MATRIX --------------------------------------------
,OPPORTUNITIES_ID,VALUE,GUESSED
34,9080e012-2121-11ea-a8a0-005056010568,1,✅
35,4da1b80a-4877-4c72-8e47-e6ec2f2cda45,1,✅
36,08b8a3f0-4e31-11ed-ab79-56ad5eb16110,0,✅
37,09c8e003-5605-42bb-b2f8-e1941000b322,0,✅
38,0ad9260a-39ce-4fb8-94b6-aa75e6c5665a,0,✅
39,0b653164-1e64-11e9-b214-005056010568,1,✅
40,1b3865b2-8093-11e8-b6e9-005056010568,0,✅
41,2d2914fa-753d-11eb-bb29-fcfae636a166,1,✅
42,320cc904-0d34-11ed-9120-500c53e163b9,0,✅
43,4e499394-56b6-11eb-a978-891cf4df3156,1,✅
44,845dc816-71b6-4e55-8dd9-a247e465193b,0,✅
45,5142ced4-d105-11eb-8f1c-046bc3d14576,1,✅
46,51bb5b96-8131-11e8-91e9-005056010568,1,✅
47,53d8d8d8-870f-11e9-9a5e-005056010568,1,✅
48,56851e4e-9856-11ea-95c5-005056010567,1,✅
49,5936033a-e033-11eb-9977-27cefaf33f91,1,✅
50,908f654e-5f38-11e8-80c3-005056010568,0,✅
51,5b0084e0-c009-11ec-9986-9c6daf862303,1,✅
52,5cd2441a-cb65-11ea-bb58-c009e01e69bc,1,✅
53,616e0944-8e2b-11eb-9747-bdcd9cc9e734,1,✅
54,c99cceea-92ed-4645-9635-8211039b9e72,0,✅
55,76cb5156-5723-11ea-a6b4-005056010568,1,✅
56,91a93daa-2617-11e9-8587-005056010568,1,✅
57,b1535f30-f840-11ea-90c4-450309be9c59,0,✅
58,bba5631a-3d21-11e9-969e-005056010568,0,✅
59,b3085880-cc40-4ec3-9637-0713813a590d,1,✅
60,b921d511-bc78-4221-be5c-422254bda366,1,✅
61,d87bcddc-a31d-11e9-a561-005056010568,1,✅
62,bf630e4a-9f61-11eb-91e8-39f84c16962a,1,✅
63,bfaf5ae8-224e-11ea-8bb1-005056010568,1,✅
64,c04b3bde-80c8-11e9-b999-005056010568,1,✅
65,d4df72f2-8374-11ec-b786-e98e5a57cc60,1,✅
66,d9bc2f66-d069-11e8-a4b3-005056010567,0,✅
67,ff03738a-76f7-11e9-93ac-005056010567,1,✅
68,c104d71a-7d0f-11ec-b95c-0cf02a156e4e,1,✅
69,c2671769-81f7-4876-9097-14727beb0ea9,1,✅
70,c45b5d5e-b773-11e8-9dac-005056010567,1,✅
71,c45b5d5e-b773-11e8-9dac-005056010568,1,✅
72,d5cbeaa4-ecb8-11eb-8359-99980f61116f,1,✅
73,e1d4b458-c098-11eb-8d5e-e144eca5dd05,1,✅
74,e2d0e82f-b995-41e3-8446-f438b9067bf0,0,✅
75,ed134ba4-9f11-11e9-8b39-005056010568,1,✅
76,ee7a2c1e-dbb7-11e9-8fd1-005056010568,0,✅
77,f5a05a2c-753b-11ea-b1eb-005056010568,1,✅
78,ff19c2d2-e5b4-11ec-870d-a7cfa0d0e74f,1,✅
-------------------------------------------- NRF | ORIGINAL MATRIX --------------------------------------------
,OPPORTUNITIES_ID,VALUE,GUESSED
0,e925a82a-57c1-11ea-94cb-005056010568,0,❌
1,6986e44c-4993-4c7a-8a71-ce3fc283eba3,1,❌
2,a56fd5be-72fe-414b-b164-b10910315aa0,1,❌
3,564be53e-b54c-400e-8e79-e7db5a49b70c,1,❌
4,17c99494-5f39-11e8-b5d4-005056010568,1,❌
5,930e51f8-5f39-11e8-804c-005056010568,1,❌
6,95dd8bea-c1e1-11e9-9386-005056010568,1,❌
7,985b6e2a-c152-11ea-8435-005056010568,1,❌
8,98f95e50-ecb7-11eb-bd90-cab8e2317061,1,❌
9,9c224d7c-21b5-11ea-969f-005056010568,1,❌
10,9eee616a-d106-11eb-8d6a-a4d74c73ad65,0,❌
11,1ece57f4-1d50-4001-b8e2-9438153c0d42,1,❌
12,eaac72a9-64b1-4423-8c11-507361a2e3ba,1,❌
13,ff90e774-4a3d-11e9-8b7d-005056010568,1,❌
14,bea628b6-13fc-4042-a4a9-447f152fdc7c,1,❌
15,588c9fa7-56c4-4142-95f6-4e527a91f52c,1,❌
16,040eba02-83b2-11ea-8672-005056010568,0,❌
17,edc760d0-09cc-4d6c-b5be-060ea4514c23,1,❌
18,56851e4e-9856-11ea-95c5-005056010568,1,❌
19,35b8d5db-ea8a-4097-b91d-865cab51ea8f,1,❌
20,0736037a-5f38-11e8-8c51-005056010568,1,❌
21,3b5b4677-05d5-4aa6-9f9f-ee4aa59f04c5,1,❌
22,344689e4-1969-11ed-96f5-c410c11b7b41,1,❌
23,3ef9624a-a300-11e9-8b89-005056010568,1,❌
24,65ba4032-6b86-11ed-90ee-81e8cf218b83,0,❌
25,c5665fd6-0282-11ea-855d-005056010568,1,❌
26,44bd689f-28b0-42de-80ce-641223e0b437,1,❌
27,4753ccca-e028-11eb-9021-084bf00c7891,1,❌
28,48526e14-a0e3-4f6c-9274-aa34ede18304,0,❌
29,4d2e1200-e023-4a52-ba3a-a904e3f73537,0,❌
30,0431967e-9fe6-11ec-ace4-ad5f5eb4f390,1,❌
31,04eef104-a173-11ec-bcd8-568e73ffbf11,1,❌
32,2a186606-b772-11e9-8d76-005056010568,1,❌
33,6153ab02-10b8-11ec-a891-7b22f3e6304e,0,❌
34,9080e012-2121-11ea-a8a0-005056010568,1,❌
35,4da1b80a-4877-4c72-8e47-e6ec2f2cda45,1,❌
36,08b8a3f0-4e31-11ed-ab79-56ad5eb16110,0,❌
37,09c8e003-5605-42bb-b2f8-e1941000b322,0,❌
38,0ad9260a-39ce-4fb8-94b6-aa75e6c5665a,0,❌
39,0b653164-1e64-11e9-b214-005056010568,1,❌
40,1b3865b2-8093-11e8-b6e9-005056010568,0,❌
41,2d2914fa-753d-11eb-bb29-fcfae636a166,1,❌
42,320cc904-0d34-11ed-9120-500c53e163b9,0,❌
43,4e499394-56b6-11eb-a978-891cf4df3156,1,❌
44,845dc816-71b6-4e55-8dd9-a247e465193b,0,❌
45,5142ced4-d105-11eb-8f1c-046bc3d14576,1,❌
46,51bb5b96-8131-11e8-91e9-005056010568,1,❌
47,53d8d8d8-870f-11e9-9a5e-005056010568,1,❌
48,56851e4e-9856-11ea-95c5-005056010567,1,❌
49,5936033a-e033-11eb-9977-27cefaf33f91,1,❌
50,908f654e-5f38-11e8-80c3-005056010568,0,❌
51,5b0084e0-c009-11ec-9986-9c6daf862303,1,❌
52,5cd2441a-cb65-11ea-bb58-c009e01e69bc,1,❌
53,616e0944-8e2b-11eb-9747-bdcd9cc9e734,1,❌
54,c99cceea-92ed-4645-9635-8211039b9e72,0,❌
55,76cb5156-5723-11ea-a6b4-005056010568,1,❌
56,91a93daa-2617-11e9-8587-005056010568,1,❌
57,b1535f30-f840-11ea-90c4-450309be9c59,0,❌
58,bba5631a-3d21-11e9-969e-005056010568,0,❌
59,b3085880-cc40-4ec3-9637-0713813a590d,1,❌
60,b921d511-bc78-4221-be5c-422254bda366,1,❌
61,d87bcddc-a31d-11e9-a561-005056010568,1,❌
62,bf630e4a-9f61-11eb-91e8-39f84c16962a,1,❌
63,bfaf5ae8-224e-11ea-8bb1-005056010568,1,❌
64,c04b3bde-80c8-11e9-b999-005056010568,1,❌
65,d4df72f2-8374-11ec-b786-e98e5a57cc60,1,❌
66,d9bc2f66-d069-11e8-a4b3-005056010567,0,❌
67,ff03738a-76f7-11e9-93ac-005056010567,1,❌
68,c104d71a-7d0f-11ec-b95c-0cf02a156e4e,1,❌
69,c2671769-81f7-4876-9097-14727beb0ea9,1,❌
70,c45b5d5e-b773-11e8-9dac-005056010567,1,❌
71,c45b5d5e-b773-11e8-9dac-005056010568,1,❌
72,d5cbeaa4-ecb8-11eb-8359-99980f61116f,1,❌
73,e1d4b458-c098-11eb-8d5e-e144eca5dd05,1,❌
74,e2d0e82f-b995-41e3-8446-f438b9067bf0,0,❌
75,ed134ba4-9f11-11e9-8b39-005056010568,1,❌
76,ee7a2c1e-dbb7-11e9-8fd1-005056010568,0,❌
77,f5a05a2c-753b-11ea-b1eb-005056010568,1,❌
78,ff19c2d2-e5b4-11ec-870d-a7cfa0d0e74f,1,❌
-------------------------------------------- NRF | ORIGINAL MATRIX | SMOTE --------------------------------------------
,OPPORTUNITIES_ID,VALUE,GUESSED
0,e925a82a-57c1-11ea-94cb-005056010568,0,❌
1,6986e44c-4993-4c7a-8a71-ce3fc283eba3,1,❌
2,a56fd5be-72fe-414b-b164-b10910315aa0,1,❌
3,564be53e-b54c-400e-8e79-e7db5a49b70c,1,❌
4,17c99494-5f39-11e8-b5d4-005056010568,1,❌
5,930e51f8-5f39-11e8-804c-005056010568,1,❌
6,95dd8bea-c1e1-11e9-9386-005056010568,1,❌
7,985b6e2a-c152-11ea-8435-005056010568,1,❌
8,98f95e50-ecb7-11eb-bd90-cab8e2317061,1,❌
9,9c224d7c-21b5-11ea-969f-005056010568,1,❌
10,9eee616a-d106-11eb-8d6a-a4d74c73ad65,0,❌
11,1ece57f4-1d50-4001-b8e2-9438153c0d42,1,❌
12,eaac72a9-64b1-4423-8c11-507361a2e3ba,1,❌
13,ff90e774-4a3d-11e9-8b7d-005056010568,1,❌
14,bea628b6-13fc-4042-a4a9-447f152fdc7c,1,❌
15,588c9fa7-56c4-4142-95f6-4e527a91f52c,1,❌
16,040eba02-83b2-11ea-8672-005056010568,0,❌
17,edc760d0-09cc-4d6c-b5be-060ea4514c23,1,❌
18,56851e4e-9856-11ea-95c5-005056010568,1,❌
19,35b8d5db-ea8a-4097-b91d-865cab51ea8f,1,❌
20,0736037a-5f38-11e8-8c51-005056010568,1,❌
21,3b5b4677-05d5-4aa6-9f9f-ee4aa59f04c5,1,❌
22,344689e4-1969-11ed-96f5-c410c11b7b41,1,❌
23,3ef9624a-a300-11e9-8b89-005056010568,1,❌
24,65ba4032-6b86-11ed-90ee-81e8cf218b83,0,❌
25,c5665fd6-0282-11ea-855d-005056010568,1,❌
26,44bd689f-28b0-42de-80ce-641223e0b437,1,❌
27,4753ccca-e028-11eb-9021-084bf00c7891,1,❌
28,48526e14-a0e3-4f6c-9274-aa34ede18304,0,❌
29,4d2e1200-e023-4a52-ba3a-a904e3f73537,0,❌
30,0431967e-9fe6-11ec-ace4-ad5f5eb4f390,1,❌
31,04eef104-a173-11ec-bcd8-568e73ffbf11,1,❌
32,2a186606-b772-11e9-8d76-005056010568,1,❌
33,6153ab02-10b8-11ec-a891-7b22f3e6304e,0,❌
34,9080e012-2121-11ea-a8a0-005056010568,1,❌
35,4da1b80a-4877-4c72-8e47-e6ec2f2cda45,1,❌
36,08b8a3f0-4e31-11ed-ab79-56ad5eb16110,0,❌
37,09c8e003-5605-42bb-b2f8-e1941000b322,0,❌
38,0ad9260a-39ce-4fb8-94b6-aa75e6c5665a,0,❌
39,0b653164-1e64-11e9-b214-005056010568,1,❌
40,1b3865b2-8093-11e8-b6e9-005056010568,0,❌
41,2d2914fa-753d-11eb-bb29-fcfae636a166,1,❌
42,320cc904-0d34-11ed-9120-500c53e163b9,0,❌
43,4e499394-56b6-11eb-a978-891cf4df3156,1,❌
44,845dc816-71b6-4e55-8dd9-a247e465193b,0,❌
45,5142ced4-d105-11eb-8f1c-046bc3d14576,1,❌
46,51bb5b96-8131-11e8-91e9-005056010568,1,❌
47,53d8d8d8-870f-11e9-9a5e-005056010568,1,❌
48,56851e4e-9856-11ea-95c5-005056010567,1,❌
49,5936033a-e033-11eb-9977-27cefaf33f91,1,❌
50,908f654e-5f38-11e8-80c3-005056010568,0,❌
51,5b0084e0-c009-11ec-9986-9c6daf862303,1,❌
52,5cd2441a-cb65-11ea-bb58-c009e01e69bc,1,❌
53,616e0944-8e2b-11eb-9747-bdcd9cc9e734,1,❌
54,c99cceea-92ed-4645-9635-8211039b9e72,0,❌
55,76cb5156-5723-11ea-a6b4-005056010568,1,❌
56,91a93daa-2617-11e9-8587-005056010568,1,❌
57,b1535f30-f840-11ea-90c4-450309be9c59,0,❌
58,bba5631a-3d21-11e9-969e-005056010568,0,❌
59,b3085880-cc40-4ec3-9637-0713813a590d,1,❌
60,b921d511-bc78-4221-be5c-422254bda366,1,❌
61,d87bcddc-a31d-11e9-a561-005056010568,1,❌
62,bf630e4a-9f61-11eb-91e8-39f84c16962a,1,❌
63,bfaf5ae8-224e-11ea-8bb1-005056010568,1,❌
64,c04b3bde-80c8-11e9-b999-005056010568,1,❌
65,d4df72f2-8374-11ec-b786-e98e5a57cc60,1,❌
66,d9bc2f66-d069-11e8-a4b3-005056010567,0,❌
67,ff03738a-76f7-11e9-93ac-005056010567,1,❌
68,c104d71a-7d0f-11ec-b95c-0cf02a156e4e,1,❌
69,c2671769-81f7-4876-9097-14727beb0ea9,1,❌
70,c45b5d5e-b773-11e8-9dac-005056010567,1,❌
71,c45b5d5e-b773-11e8-9dac-005056010568,1,❌
72,d5cbeaa4-ecb8-11eb-8359-99980f61116f,1,❌
73,e1d4b458-c098-11eb-8d5e-e144eca5dd05,1,❌
74,e2d0e82f-b995-41e3-8446-f438b9067bf0,0,❌
75,ed134ba4-9f11-11e9-8b39-005056010568,1,❌
76,ee7a2c1e-dbb7-11e9-8fd1-005056010568,0,❌
77,f5a05a2c-753b-11ea-b1eb-005056010568,1,❌
78,ff19c2d2-e5b4-11ec-870d-a7cfa0d0e74f,1,❌
-------------------------------------------- LOORF | SIMILARITY MATRIX --------------------------------------------
,OPPORTUNITIES_ID,VALUE,GUESSED
0,e925a82a-57c1-11ea-94cb-005056010568,0,❌
1,6986e44c-4993-4c7a-8a71-ce3fc283eba3,1,✅
2,a56fd5be-72fe-414b-b164-b10910315aa0,1,✅
3,564be53e-b54c-400e-8e79-e7db5a49b70c,1,✅
4,17c99494-5f39-11e8-b5d4-005056010568,1,✅
5,930e51f8-5f39-11e8-804c-005056010568,1,✅
6,95dd8bea-c1e1-11e9-9386-005056010568,1,✅
7,985b6e2a-c152-11ea-8435-005056010568,1,✅
8,98f95e50-ecb7-11eb-bd90-cab8e2317061,1,✅
9,9c224d7c-21b5-11ea-969f-005056010568,1,✅
10,9eee616a-d106-11eb-8d6a-a4d74c73ad65,0,✅
11,1ece57f4-1d50-4001-b8e2-9438153c0d42,1,✅
12,eaac72a9-64b1-4423-8c11-507361a2e3ba,1,✅
13,ff90e774-4a3d-11e9-8b7d-005056010568,1,✅
14,bea628b6-13fc-4042-a4a9-447f152fdc7c,1,✅
15,588c9fa7-56c4-4142-95f6-4e527a91f52c,1,✅
16,040eba02-83b2-11ea-8672-005056010568,0,✅
17,edc760d0-09cc-4d6c-b5be-060ea4514c23,1,✅
18,56851e4e-9856-11ea-95c5-005056010568,1,✅
19,35b8d5db-ea8a-4097-b91d-865cab51ea8f,1,✅
20,0736037a-5f38-11e8-8c51-005056010568,1,✅
21,3b5b4677-05d5-4aa6-9f9f-ee4aa59f04c5,1,✅
22,344689e4-1969-11ed-96f5-c410c11b7b41,1,✅
23,3ef9624a-a300-11e9-8b89-005056010568,1,✅
24,65ba4032-6b86-11ed-90ee-81e8cf218b83,0,✅
25,c5665fd6-0282-11ea-855d-005056010568,1,✅
26,44bd689f-28b0-42de-80ce-641223e0b437,1,✅
27,4753ccca-e028-11eb-9021-084bf00c7891,1,✅
28,48526e14-a0e3-4f6c-9274-aa34ede18304,0,✅
29,4d2e1200-e023-4a52-ba3a-a904e3f73537,0,✅
30,0431967e-9fe6-11ec-ace4-ad5f5eb4f390,1,✅
31,04eef104-a173-11ec-bcd8-568e73ffbf11,1,✅
32,2a186606-b772-11e9-8d76-005056010568,1,✅
33,6153ab02-10b8-11ec-a891-7b22f3e6304e,0,✅
34,9080e012-2121-11ea-a8a0-005056010568,1,✅
35,4da1b80a-4877-4c72-8e47-e6ec2f2cda45,1,✅
36,08b8a3f0-4e31-11ed-ab79-56ad5eb16110,0,✅
37,09c8e003-5605-42bb-b2f8-e1941000b322,0,✅
38,0ad9260a-39ce-4fb8-94b6-aa75e6c5665a,0,✅
39,0b653164-1e64-11e9-b214-005056010568,1,✅
40,1b3865b2-8093-11e8-b6e9-005056010568,0,✅
41,2d2914fa-753d-11eb-bb29-fcfae636a166,1,✅
42,320cc904-0d34-11ed-9120-500c53e163b9,0,✅
43,4e499394-56b6-11eb-a978-891cf4df3156,1,✅
44,845dc816-71b6-4e55-8dd9-a247e465193b,0,✅
45,5142ced4-d105-11eb-8f1c-046bc3d14576,1,✅
46,51bb5b96-8131-11e8-91e9-005056010568,1,✅
47,53d8d8d8-870f-11e9-9a5e-005056010568,1,✅
48,56851e4e-9856-11ea-95c5-005056010567,1,✅
49,5936033a-e033-11eb-9977-27cefaf33f91,1,✅
50,908f654e-5f38-11e8-80c3-005056010568,0,✅
51,5b0084e0-c009-11ec-9986-9c6daf862303,1,✅
52,5cd2441a-cb65-11ea-bb58-c009e01e69bc,1,✅
53,616e0944-8e2b-11eb-9747-bdcd9cc9e734,1,✅
54,c99cceea-92ed-4645-9635-8211039b9e72,0,✅
55,76cb5156-5723-11ea-a6b4-005056010568,1,✅
56,91a93daa-2617-11e9-8587-005056010568,1,✅
57,b1535f30-f840-11ea-90c4-450309be9c59,0,✅
58,bba5631a-3d21-11e9-969e-005056010568,0,✅
59,b3085880-cc40-4ec3-9637-0713813a590d,1,✅
60,b921d511-bc78-4221-be5c-422254bda366,1,✅
61,d87bcddc-a31d-11e9-a561-005056010568,1,✅
62,bf630e4a-9f61-11eb-91e8-39f84c16962a,1,✅
63,bfaf5ae8-224e-11ea-8bb1-005056010568,1,✅
64,c04b3bde-80c8-11e9-b999-005056010568,1,✅
65,d4df72f2-8374-11ec-b786-e98e5a57cc60,1,✅
66,d9bc2f66-d069-11e8-a4b3-005056010567,0,✅
67,ff03738a-76f7-11e9-93ac-005056010567,1,✅
68,c104d71a-7d0f-11ec-b95c-0cf02a156e4e,1,✅
69,c2671769-81f7-4876-9097-14727beb0ea9,1,✅
70,c45b5d5e-b773-11e8-9dac-005056010567,1,✅
71,c45b5d5e-b773-11e8-9dac-005056010568,1,✅
72,d5cbeaa4-ecb8-11eb-8359-99980f61116f,1,✅
73,e1d4b458-c098-11eb-8d5e-e144eca5dd05,1,✅
74,e2d0e82f-b995-41e3-8446-f438b9067bf0,0,✅
75,ed134ba4-9f11-11e9-8b39-005056010568,1,✅
76,ee7a2c1e-dbb7-11e9-8fd1-005056010568,0,✅
77,f5a05a2c-753b-11ea-b1eb-005056010568,1,✅
78,ff19c2d2-e5b4-11ec-870d-a7cfa0d0e74f,1,✅
-------------------------------------------- LOORF | SIMILARITY MATRIX | SMOTE --------------------------------------------
,OPPORTUNITIES_ID,VALUE,GUESSED
0,e925a82a-57c1-11ea-94cb-005056010568,0,❌
1,6986e44c-4993-4c7a-8a71-ce3fc283eba3,1,✅
2,a56fd5be-72fe-414b-b164-b10910315aa0,1,✅
3,564be53e-b54c-400e-8e79-e7db5a49b70c,1,✅
4,17c99494-5f39-11e8-b5d4-005056010568,1,✅
5,930e51f8-5f39-11e8-804c-005056010568,1,✅
6,95dd8bea-c1e1-11e9-9386-005056010568,1,✅
7,985b6e2a-c152-11ea-8435-005056010568,1,✅
8,98f95e50-ecb7-11eb-bd90-cab8e2317061,1,✅
9,9c224d7c-21b5-11ea-969f-005056010568,1,✅
10,9eee616a-d106-11eb-8d6a-a4d74c73ad65,0,✅
11,1ece57f4-1d50-4001-b8e2-9438153c0d42,1,✅
12,eaac72a9-64b1-4423-8c11-507361a2e3ba,1,✅
13,ff90e774-4a3d-11e9-8b7d-005056010568,1,✅
14,bea628b6-13fc-4042-a4a9-447f152fdc7c,1,✅
15,588c9fa7-56c4-4142-95f6-4e527a91f52c,1,✅
16,040eba02-83b2-11ea-8672-005056010568,0,✅
17,edc760d0-09cc-4d6c-b5be-060ea4514c23,1,✅
18,56851e4e-9856-11ea-95c5-005056010568,1,✅
19,35b8d5db-ea8a-4097-b91d-865cab51ea8f,1,✅
20,0736037a-5f38-11e8-8c51-005056010568,1,✅
21,3b5b4677-05d5-4aa6-9f9f-ee4aa59f04c5,1,✅
22,344689e4-1969-11ed-96f5-c410c11b7b41,1,✅
23,3ef9624a-a300-11e9-8b89-005056010568,1,✅
24,65ba4032-6b86-11ed-90ee-81e8cf218b83,0,✅
25,c5665fd6-0282-11ea-855d-005056010568,1,✅
